city,region,year,weekofyear,month,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,reanalysis_precip_amt_kg_per_m2,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,population_density,hospital_capacity_index,lag1_cases,lag2_cases,lag4_cases,outbreak_zone,total_cases
Muzaffarabad,AJK_PK,1992,1,1,0.410201,0.273194,0.507374,0.42772,64.87,299.9946,300.2816,293.4759,302.4,298.16,65.4089,7.0962,4.2405,58.47,26.7849,4.7989,29.27,24.47,61.93,0.383,0.373,1,0,0,0,1
Iquitos,Peru,2020,8,2,0.278903,0.246613,0.289733,0.419408,119.14,297.8485,297.8151,294.1552,299.07,296.56,72.5125,8.1283,2.5174,104.82,24.8686,2.0688,25.71,23.64,125.11,0.379,0.432,4,1,6,0,3
Iquitos,Peru,1993,5,2,0.006585,0.052381,0.074032,-0.086387,3.9,297.3394,297.9655,294.9209,301.09,294.84,83.1343,8.9505,6.2489,3.55,25.0852,6.6923,28.33,21.64,0.0,0.334,0.44,4,8,14,0,1
Peshawar,KPK_PK,1992,18,5,0.007352,0.073285,0.107616,0.155732,3.27,297.4515,297.4317,293.7244,303.9,290.97,43.098,5.0,12.9321,3.65,24.8928,14.3276,31.7,17.37,0.0,0.649,0.335,3,1,4,0,2
Colombo,Sri_Lanka,1991,47,12,0.164474,0.23234,0.206018,0.237711,70.28,299.2817,299.4895,297.0685,301.67,297.31,80.1043,8.1933,4.3533,77.23,26.7321,5.2912,28.08,22.79,72.94,0.715,0.595,1,0,0,0,1
Ampara,Sri_Lanka,2023,21,6,0.024977,0.019914,0.109396,0.113334,6.75,298.4932,298.2089,295.0073,301.81,294.61,69.7042,7.6527,7.2003,6.98,25.2977,7.1955,28.2,21.01,0.0,0.816,0.604,33,35,35,1,34
Peshawar,KPK_PK,1992,39,10,0.021585,0.147416,0.126208,0.132983,0.0,297.8155,297.383,290.8117,303.98,290.79,64.6885,6.931,13.185,0.0,24.9821,13.3851,30.88,17.49,9.08,0.612,0.416,0,1,0,0,2
Muzaffarabad,AJK_PK,2008,4,1,0.16092,0.05226,0.189192,0.112974,17.77,292.6277,292.4383,287.7405,296.5,288.37,84.0549,9.4183,8.1288,17.63,18.9832,8.8069,23.46,14.65,18.29,0.343,0.342,0,1,0,0,1
Kandy,Sri_Lanka,1993,29,8,0.247809,0.145997,0.072613,0.087666,6.04,298.1205,298.2552,294.2785,300.57,295.94,89.0774,9.646,4.6311,5.72,25.0035,4.0488,27.21,23.16,8.23,0.698,0.63,6,6,0,0,5
San_Juan,Puerto_Rico,2017,49,12,0.147142,0.347422,0.275074,0.266124,78.29,299.9233,300.1268,294.9158,302.72,297.53,88.248,9.3869,5.1865,69.88,26.8273,5.3811,29.66,24.28,77.14,0.816,0.778,1,2,0,0,4
Ampara,Sri_Lanka,2012,47,12,0.284627,0.14437,0.237965,0.059093,35.66,300.1872,300.1468,296.3003,303.9,296.39,80.7136,8.8299,7.5062,39.31,26.8342,9.1129,31.67,22.56,32.51,0.763,0.625,2,5,8,0,0
Iquitos,Peru,2010,21,6,0.314252,0.311369,0.332907,0.275438,112.74,300.6071,300.369,293.9634,300.87,299.87,89.1656,9.8653,1.0,110.56,26.633,2.0,27.92,26.18,112.23,0.408,0.481,7,3,8,0,10
Galle,Sri_Lanka,2024,33,9,0.384302,0.31778,0.331433,0.502741,105.8,299.3932,299.2855,298.6245,300.58,297.99,82.7649,8.7273,2.5903,97.79,25.5171,2.2104,27.1,24.89,96.54,0.738,0.597,15,16,10,0,13
Islamabad,ICT_PK,2015,47,12,0.217163,0.327624,0.229351,0.416656,74.77,298.272,298.0699,292.1359,302.52,293.62,67.2456,7.8982,8.9004,66.89,24.6947,8.3262,29.26,20.93,82.44,0.676,0.635,5,7,5,0,4
Colombo,Sri_Lanka,1996,47,12,0.412271,0.407159,0.44125,0.534947,119.33,297.8012,298.058,293.9812,300.74,295.38,84.5837,9.3735,5.3591,112.39,25.7211,6.4758,27.81,21.34,121.45,0.783,0.63,28,26,25,0,29
Colombo,Sri_Lanka,2001,45,12,0.281459,0.254535,0.267204,0.377504,85.59,299.2402,299.5097,297.469,301.36,297.66,80.7934,9.1944,3.703,75.65,25.9196,2.9786,28.0,25.02,77.62,0.753,0.6,4,5,0,0,6
Kandy,Sri_Lanka,1993,20,5,0.35955,0.327494,0.352485,0.20622,47.18,295.7346,295.7195,290.8403,299.03,292.41,85.4264,8.4439,6.6173,50.5,22.3515,5.7437,25.55,19.81,43.6,0.758,0.594,9,10,10,0,6
Kandy,Sri_Lanka,2018,48,12,0.204896,0.16476,0.19255,0.272131,10.72,299.9507,299.8421,295.1459,302.93,296.76,79.971,8.9657,6.1739,11.2,26.155,6.4317,29.77,23.33,8.46,0.811,0.557,3,5,0,0,0
Iquitos,Peru,1993,29,8,0.00696,0.018351,0.160175,0.127659,12.85,299.6475,299.2116,295.1374,301.27,297.15,87.1957,8.8586,4.117,13.93,27.2388,4.5079,28.56,24.05,21.53,0.349,0.448,64,61,66,1,64
Peshawar,KPK_PK,2004,12,3,0.02579,0.095423,0.13254,0.032711,3.81,302.0756,302.2183,298.0659,306.41,298.02,55.6092,6.0225,8.3908,3.58,28.8827,8.9702,33.61,24.64,5.41,0.675,0.403,6,4,5,0,4
Muzaffarabad,AJK_PK,2014,12,3,0.174266,-0.04112,0.169376,0.17581,3.41,293.7202,293.4428,290.3648,297.0,289.89,69.2005,8.1512,7.1097,3.34,20.4861,6.9081,23.68,16.77,7.81,0.419,0.354,0,0,0,0,0
Islamabad,ICT_PK,2004,36,9,0.310468,0.376885,0.204373,0.178887,61.85,298.4971,298.5872,292.8512,302.51,294.66,67.9186,7.1022,7.8461,59.03,25.3392,8.6689,29.98,21.31,62.32,0.704,0.678,3,6,5,0,2
Ampara,Sri_Lanka,1995,51,12,0.22743,0.15246,0.232192,0.26515,48.81,300.9301,301.2744,297.516,305.51,297.04,72.0744,8.0912,8.4693,41.5,27.1828,8.179,32.44,24.26,44.44,0.78,0.632,3,1,0,0,1
Peshawar,KPK_PK,1999,22,6,0.203846,0.134471,0.124565,0.226053,18.79,302.8763,302.8677,298.9373,308.5,297.23,49.3763,5.51,11.2684,19.36,29.2422,10.8562,34.71,23.85,14.9,0.661,0.424,14,15,13,0,11
Jaffna,Sri_Lanka,2007,5,2,0.06673,0.148626,0.090596,0.128033,22.2,298.5388,298.15,294.5386,300.15,296.15,63.1607,7.2417,3.9953,22.84,25.6217,3.5968,27.39,23.8,27.41,0.77,0.621,2,5,1,0,0
Ampara,Sri_Lanka,2002,18,5,0.010214,0.09925,0.074516,-0.014264,2.26,302.9034,302.5692,298.6598,303.04,302.09,58.325,6.1108,1.0,2.04,29.0797,2.0,30.15,29.2,0.46,0.768,0.584,6,9,7,0,7
Quetta,Balochistan_PK,2000,27,7,0.026538,0.042593,0.043732,-0.009432,2.18,291.0399,290.8005,286.0216,292.85,288.75,41.8455,5.0,4.1032,1.95,17.8251,4.0462,22.0,15.8,0.0,0.251,0.259,2,1,6,0,0
Jaffna,Sri_Lanka,1999,47,12,0.119019,0.136444,0.124599,0.065245,28.34,302.3073,302.5805,299.4407,304.39,300.78,67.4615,6.9426,3.6103,32.27,29.5972,3.5355,31.04,27.51,31.46,0.755,0.625,3,0,4,0,1
Karachi,Sindh_PK,2017,37,10,0.075431,0.072944,0.06155,0.115009,19.29,300.8523,300.52,295.6338,305.04,296.0,66.2889,7.755,9.0376,21.13,26.9736,8.4909,31.45,22.96,19.28,0.862,0.503,0,0,2,0,1
Ampara,Sri_Lanka,2013,12,3,0.144357,0.148379,0.178333,0.045235,12.48,301.3889,300.8973,295.5115,303.45,298.35,73.3855,8.0714,5.1044,10.65,27.9182,4.5559,29.57,25.01,11.13,0.756,0.567,3,1,0,0,3
Iquitos,Peru,2011,19,5,0.276455,0.367739,0.353636,0.384706,96.0,299.0948,299.1079,293.8031,302.52,295.69,80.9508,8.731,6.8276,96.21,26.2924,6.8006,28.76,21.96,85.45,0.378,0.453,0,2,0,0,3
Kandy,Sri_Lanka,2016,16,4,0.147061,0.268852,0.136942,0.134829,4.74,298.216,298.483,294.3619,302.38,294.58,76.7857,8.0356,7.7969,4.88,25.3993,7.6278,28.97,21.34,8.53,0.793,0.582,54,55,57,1,55
Ampara,Sri_Lanka,2009,8,2,0.009343,0.127873,-0.021909,0.068832,5.08,300.2859,300.3231,293.7536,303.05,297.6,75.5089,8.0523,5.4504,5.6,27.0989,4.7132,28.68,23.97,10.44,0.751,0.568,2,0,0,0,1
Gampaha,Sri_Lanka,2024,43,11,0.188675,0.021749,0.009012,0.072028,22.79,301.5175,301.4133,297.1785,302.76,300.07,82.1835,9.3253,2.6919,25.45,28.268,2.6973,30.02,27.33,23.01,0.8,0.579,0,2,0,0,2
Ampara,Sri_Lanka,2005,49,12,0.294325,0.158993,0.343832,0.273029,81.73,296.843,296.7604,290.5094,299.41,294.11,62.0173,6.5255,5.3061,73.59,23.4938,5.5334,26.94,21.41,79.53,0.756,0.607,4,1,0,0,1
Islamabad,ICT_PK,2005,47,12,0.326448,0.276623,0.10434,0.200399,28.38,298.3281,298.6592,291.0352,300.1,297.22,60.5511,6.8881,2.8877,28.14,25.7699,2.695,26.72,24.02,24.92,0.718,0.629,2,4,3,0,0
Colombo,Sri_Lanka,2012,22,6,0.016879,-0.006066,0.1174,0.138061,15.45,299.7058,299.8777,296.8707,301.74,298.01,97.723,10.2751,3.7259,16.82,26.3077,3.4745,28.64,25.17,20.53,0.715,0.59,16,15,16,0,18
Quetta,Balochistan_PK,2011,28,7,0.078256,0.058316,-0.008893,0.05218,18.56,298.1579,297.8966,293.2674,304.79,291.01,48.7351,5.1792,13.778,18.1,24.2143,14.6952,32.1,17.41,19.15,0.162,0.281,0,4,7,0,0
Quetta,Balochistan_PK,2005,35,9,0.076921,0.047357,0.017743,-0.030807,0.01,295.1274,295.2012,291.707,300.36,290.04,33.1868,5.0,10.3163,0.01,22.7985,10.4249,27.06,16.63,0.0,0.217,0.252,0,0,3,0,0
Gampaha,Sri_Lanka,2018,39,10,0.280921,0.359617,0.287996,0.374619,99.0,300.158,300.3795,296.9804,304.51,296.25,74.46,8.1138,8.2572,109.97,26.958,6.7825,30.48,23.7,92.47,0.708,0.575,6,5,11,0,4
Galle,Sri_Lanka,2003,41,11,0.256411,0.271516,0.013003,0.241592,42.3,298.3658,298.5284,293.3428,300.92,296.14,77.7316,8.293,4.7816,43.82,25.809,4.0765,27.65,23.57,40.37,0.765,0.577,39,35,36,0,41
Jaffna,Sri_Lanka,2005,50,12,0.017949,0.053387,0.19019,-0.017034,9.91,300.4887,300.4754,295.1447,303.78,297.17,75.4785,8.3104,6.6061,8.65,27.5352,6.5369,30.63,24.09,15.35,0.781,0.619,0,0,0,0,0
Colombo,Sri_Lanka,2015,29,8,0.12011,0.167622,0.279396,0.199156,47.86,299.3865,299.5061,296.4939,301.92,297.1,74.404,8.4472,4.8199,41.61,26.6178,5.4173,28.88,23.46,63.22,0.764,0.59,14,13,17,0,13
Muzaffarabad,AJK_PK,2007,39,10,0.059397,0.150489,0.100205,0.146469,14.6,290.9938,291.1326,288.2269,295.58,286.69,81.354,8.6111,8.8934,14.71,18.0645,9.6977,22.98,13.28,16.21,0.335,0.369,0,0,0,0,0
Muzaffarabad,AJK_PK,2017,49,12,0.176352,0.287141,0.243578,0.28334,51.3,296.6112,296.6487,293.4774,298.6,294.7,77.3225,8.1178,3.9042,55.7,23.413,2.9506,25.59,22.64,46.03,0.388,0.339,0,0,0,0,0
Jaffna,Sri_Lanka,2013,45,12,0.099237,0.014318,0.012016,0.087835,6.08,297.9193,297.7802,293.5192,300.44,295.12,60.3747,6.6313,5.3166,5.33,25.3119,4.2849,27.15,22.87,9.86,0.754,0.614,0,1,0,0,1
Jaffna,Sri_Lanka,2004,15,4,0.183851,0.182376,0.188161,0.37337,41.71,300.2321,299.4944,293.8181,302.55,296.44,82.244,8.2496,6.1159,46.63,25.826,5.8537,29.7,23.85,31.43,0.816,0.595,6,9,5,0,8
Kandy,Sri_Lanka,2014,33,9,0.120648,0.01574,-0.008856,0.285793,8.05,299.5167,299.3513,294.3462,301.05,297.65,71.4739,8.1954,3.3975,7.32,25.8295,3.8875,27.88,24.0,4.56,0.746,0.625,34,32,36,1,37
Gampaha,Sri_Lanka,1994,47,12,0.077071,0.141491,0.17881,0.082658,49.11,300.6774,300.1921,295.2063,301.65,298.73,77.5509,8.7294,2.9162,42.73,27.5741,3.2678,28.54,25.27,46.35,0.699,0.589,0,1,6,0,0
Kandy,Sri_Lanka,1999,35,9,0.262037,0.173486,0.248021,0.293358,5.93,297.5986,297.786,294.8178,300.22,295.35,79.0535,8.58,4.8678,6.1,24.1933,4.8766,26.72,21.84,8.79,0.737,0.633,5,2,4,0,3
Islamabad,ICT_PK,1995,49,12,0.163917,0.153381,0.120667,0.161406,22.91,305.3005,304.9777,298.5446,309.32,300.64,79.9454,9.2664,8.6815,21.08,31.7807,10.1696,37.58,27.42,21.89,0.677,0.668,2,6,8,0,1
Quetta,Balochistan_PK,2017,39,10,0.006514,0.027426,0.034664,0.013422,0.83,294.434,294.8896,288.2985,299.86,289.92,46.6782,5.0794,9.9429,0.89,21.7134,9.2317,26.5,17.27,0.0,0.176,0.272,1,1,4,0,0
Islamabad,ICT_PK,2009,41,11,0.086403,0.041944,0.115982,0.064618,7.82,295.6888,295.3304,290.3486,296.89,293.77,57.5594,6.2028,3.1146,8.45,22.6391,3.7005,23.85,20.15,6.69,0.691,0.665,2,0,6,0,2
Iquitos,Peru,1997,52,12,-0.005536,0.178193,0.245757,0.271692,13.5,298.9937,298.8682,293.6612,300.52,297.22,74.8776,7.9754,3.2994,12.68,25.5094,3.9258,27.25,23.32,7.82,0.331,0.467,2,0,6,0,3
Colombo,Sri_Lanka,1995,11,3,0.218303,0.163264,0.000379,0.128463,30.79,298.0966,298.2824,293.3153,299.46,297.1,75.66,8.1659,2.3559,32.45,25.2468,3.4487,26.75,23.3,28.28,0.715,0.572,7,4,9,0,4
Lahore,Punjab_PK,2009,30,8,0.01214,0.141395,0.127643,0.254381,34.63,295.2042,295.2554,291.7985,299.91,290.6,70.2418,7.413,9.3092,35.99,22.1744,9.0479,26.63,17.58,38.1,0.852,0.559,5,7,11,0,6
Galle,Sri_Lanka,2009,44,11,0.125588,0.030079,0.039757,0.088251,24.09,300.0027,299.9166,295.1717,301.3,298.53,81.475,8.8239,2.775,25.86,26.5328,2.2597,27.97,25.71,24.34,0.692,0.563,4,1,0,0,4
Colombo,Sri_Lanka,1996,50,12,0.190166,0.194849,0.039311,0.092326,26.65,299.5577,299.4755,295.1947,301.63,297.32,86.8736,9.5416,4.3059,26.52,26.3629,3.6611,27.61,23.95,29.5,0.752,0.594,1,3,8,0,3
Quetta,Balochistan_PK,1998,23,6,0.068004,-0.002804,0.06001,-0.016292,1.13,292.399,293.0142,287.718,300.52,285.51,50.5197,5.0,15.0115,1.15,20.3891,14.2746,26.88,12.6,4.01,0.19,0.261,0,0,3,0,0
Ampara,Sri_Lanka,1997,4,1,0.005479,-0.036921,0.144603,-0.04953,0.69,300.7999,300.5914,294.3201,302.65,298.53,80.2606,9.065,4.1244,0.73,27.1687,3.6644,29.61,25.94,0.0,0.751,0.603,2,3,8,0,2
Galle,Sri_Lanka,2006,31,8,0.079056,0.226972,0.214126,0.015259,5.23,302.3857,302.4278,295.5402,304.43,300.42,63.1556,6.4941,4.0132,5.85,29.6631,4.7606,31.16,26.4,0.65,0.768,0.583,11,14,15,0,9
Jaffna,Sri_Lanka,2000,37,10,0.166171,0.158166,0.087577,0.148996,18.77,300.6879,301.118,296.9312,303.18,299.06,69.0532,7.4134,4.1236,16.83,27.4958,3.4626,29.43,25.97,28.29,0.75,0.593,24,20,14,1,25
Karachi,Sindh_PK,2003,16,4,-0.010285,0.065978,0.024099,0.097109,10.47,304.4776,304.5401,300.5852,309.6,299.48,48.1153,5.5279,10.1191,10.69,30.9506,11.6685,37.03,25.36,12.65,0.863,0.483,4,2,0,0,3
Muzaffarabad,AJK_PK,1991,20,5,0.087128,0.201534,0.092755,0.200333,10.0,302.8391,303.26,298.1342,307.91,298.61,77.3456,8.328,9.3028,10.87,29.4586,8.6387,34.67,26.03,0.0,0.377,0.355,7,8,14,0,4
Muzaffarabad,AJK_PK,1995,32,8,0.040659,0.129873,0.044762,0.154889,4.07,294.8428,294.603,288.2486,296.91,292.29,56.4391,5.7085,4.619,4.67,21.2889,5.1412,24.01,18.87,3.33,0.425,0.363,1,1,0,0,2
Jaffna,Sri_Lanka,1991,45,12,0.08161,0.066657,0.052665,0.127324,22.39,303.0037,302.6993,297.9788,306.03,299.37,57.5297,6.4685,6.6564,21.3,29.4749,7.0008,32.56,25.56,18.86,0.772,0.601,0,0,0,0,2
Muzaffarabad,AJK_PK,2020,52,12,0.369419,0.481839,0.562223,0.412457,120.41,295.6895,295.5186,294.1678,298.0,293.04,66.3704,7.6132,4.956,126.47,22.5196,6.0059,24.76,18.76,120.76,0.44,0.347,0,4,7,0,0
San_Juan,Puerto_Rico,2018,3,1,0.136302,0.248583,0.270071,0.170935,46.72,300.9427,300.921,298.3185,302.9,298.94,85.756,9.1169,3.966,42.84,28.1044,4.4167,29.91,25.49,47.09,0.788,0.795,3,6,10,0,4
Jaffna,Sri_Lanka,2000,40,10,0.209248,0.142262,0.128013,0.146177,23.41,299.4187,299.6294,295.2789,304.22,295.04,59.3052,5.8441,9.1866,23.45,27.1894,8.6483,30.84,22.19,22.19,0.698,0.562,0,0,0,0,1
Lahore,Punjab_PK,2006,39,10,0.061376,0.135509,0.192929,0.135628,15.14,297.6629,298.0501,293.9142,301.94,294.16,95.1255,10.3954,7.7772,14.31,25.3605,9.053,30.0,20.95,11.39,0.893,0.551,25,28,23,0,23
Peshawar,KPK_PK,2012,49,12,0.216397,0.124364,0.21764,0.129307,41.53,298.3972,298.5447,293.0911,302.37,294.72,43.9488,5.0,7.6592,37.49,24.9898,7.7652,29.23,21.47,40.84,0.606,0.409,2,3,7,0,0
Peshawar,KPK_PK,1992,50,12,0.120352,0.035889,0.093408,0.098406,1.65,300.8413,300.6668,297.8386,305.78,295.55,48.0854,5.0,10.2304,1.69,27.3339,10.1931,32.35,22.16,0.0,0.676,0.393,1,5,3,0,1
Muzaffarabad,AJK_PK,2020,47,12,0.269534,0.223453,0.123146,0.088087,34.69,294.4178,294.7145,290.6078,296.81,292.62,69.3494,7.5398,4.1926,38.27,22.2356,3.1669,22.63,19.46,31.26,0.392,0.336,0,2,1,0,0
Iquitos,Peru,2019,52,12,-0.13157,0.016368,0.039304,0.081557,2.34,298.3118,298.2683,292.7915,300.67,295.87,86.95,9.6621,4.7945,2.6,24.5981,4.2096,27.0,22.79,3.29,0.326,0.442,7,6,9,0,7
Kandy,Sri_Lanka,1992,20,5,0.189721,0.337971,0.128696,0.324391,21.05,296.5079,296.7578,289.8583,298.61,294.9,85.237,9.33,3.7064,22.78,23.8195,4.8388,25.59,20.75,23.73,0.706,0.59,13,9,9,0,10
Karachi,Sindh_PK,2021,14,4,0.015738,0.035673,0.139324,-0.053472,3.89,300.5529,301.2552,297.8418,306.7,295.81,60.6973,6.4899,10.8822,4.05,28.1669,10.6691,33.34,22.67,1.98,0.825,0.531,0,0,5,0,0
Galle,Sri_Lanka,2005,20,5,0.16796,0.170408,0.189189,0.16114,52.47,297.459,297.8027,294.2324,299.07,296.54,89.1418,9.2776,2.533,55.1,25.0855,2.9458,26.22,23.27,49.33,0.759,0.609,12,13,14,0,12
Galle,Sri_Lanka,1995,47,12,-0.010948,0.160011,0.051301,0.127125,10.35,299.0224,299.2192,293.2502,300.71,297.73,82.002,8.8297,2.9719,9.1,25.7615,3.996,28.52,24.53,17.84,0.731,0.647,3,0,0,0,2
Karachi,Sindh_PK,2006,25,7,-0.026814,0.06682,0.046765,-0.004222,0.32,295.9056,296.3974,292.9403,299.79,293.0,83.4563,9.5528,6.7911,0.32,22.8099,6.6349,26.72,20.09,2.17,0.867,0.467,22,24,23,1,19
Karachi,Sindh_PK,2024,41,11,0.032671,-0.022778,0.059979,0.106942,1.23,298.4202,298.7982,297.7035,302.74,294.86,72.0882,8.0282,7.8806,1.28,25.2122,8.0393,29.77,21.73,8.68,0.857,0.504,0,4,4,0,0
Colombo,Sri_Lanka,2021,26,7,0.066671,0.042765,0.015254,0.045337,23.69,298.946,298.9733,296.5055,301.24,296.7,90.4972,9.8225,4.5379,23.3,25.6822,4.6596,28.45,23.79,27.15,0.721,0.598,8,6,10,0,9
Kandy,Sri_Lanka,2016,27,7,0.325863,0.33748,0.076235,0.345688,14.42,297.6594,297.1985,291.722,299.28,295.12,70.7062,7.156,4.1646,15.97,25.1969,4.2543,25.6,21.35,12.68,0.746,0.612,3,4,7,0,5
Galle,Sri_Lanka,2005,46,12,0.09285,0.033104,0.076899,0.017734,1.48,298.6842,298.8978,297.0117,302.42,295.37,82.757,8.9185,7.0543,1.58,25.4764,7.4835,29.09,21.61,6.2,0.791,0.55,0,2,0,0,0
Quetta,Balochistan_PK,2021,6,2,0.035627,-0.048414,0.018637,-0.02371,0.44,294.2778,294.5377,289.4768,300.81,288.27,40.6597,5.0,12.5349,0.48,20.5254,11.383,27.91,16.53,0.0,0.204,0.266,0,0,1,0,0
Muzaffarabad,AJK_PK,2002,37,10,0.438057,0.337191,0.559227,0.546491,79.45,294.9454,295.232,289.889,300.02,290.44,63.462,6.5666,9.5754,73.44,22.5594,9.2437,26.53,17.29,80.75,0.399,0.391,4,1,0,0,1
Lahore,Punjab_PK,2000,10,3,0.148857,0.073743,0.044347,0.037858,5.68,295.7867,295.8586,292.7035,300.34,291.37,74.6311,8.4268,8.9723,6.32,22.5339,9.8879,27.8,17.91,8.0,0.893,0.538,3,4,3,0,5
Colombo,Sri_Lanka,2003,40,10,0.08588,0.281464,0.068508,0.141034,43.54,298.1046,298.5079,293.4585,300.58,296.44,86.1007,9.0119,4.1382,47.87,26.1132,3.4667,26.83,23.36,40.57,0.749,0.607,51,53,49,0,52
Galle,Sri_Lanka,1991,50,12,0.120016,0.209704,0.301278,0.234317,58.88,296.3574,296.3735,292.3647,297.65,295.09,82.6398,8.7563,2.5621,58.26,23.0399,2.3516,23.88,21.53,64.16,0.754,0.616,0,0,5,0,2
Islamabad,ICT_PK,1990,40,10,0.176751,0.090802,0.17317,0.187389,34.06,303.6744,303.6563,299.6513,306.93,300.38,59.0862,6.3326,6.5436,32.14,30.8716,6.7224,34.44,27.72,30.96,0.728,0.65,5,6,6,0,3
Muzaffarabad,AJK_PK,2022,45,12,0.380585,0.279384,0.398681,0.414272,81.16,298.1438,297.856,294.9518,301.33,294.38,66.251,7.2522,6.9506,69.38,24.5842,6.357,28.05,21.7,81.72,0.4,0.368,0,0,6,0,0
Karachi,Sindh_PK,2011,27,7,0.144346,0.042125,0.046087,0.054081,25.24,303.9364,303.9126,297.8057,309.29,298.54,69.7327,7.911,10.7504,24.78,30.3384,11.0107,36.08,25.07,32.13,0.795,0.451,0,0,1,0,3
Colombo,Sri_Lanka,1997,10,3,-0.052494,-0.006708,-0.062048,0.083698,16.38,300.7082,300.1851,292.6305,302.75,297.62,76.9378,8.5062,5.1365,14.79,26.1952,5.1023,29.78,24.67,20.32,0.732,0.615,5,3,2,0,6
Jaffna,Sri_Lanka,1997,11,3,0.09598,0.100783,0.053048,0.077877,2.68,302.9177,302.7364,299.3415,305.06,300.41,72.4605,7.893,4.6496,2.65,29.794,5.8728,32.16,26.29,3.27,0.712,0.64,2,6,3,0,0
Quetta,Balochistan_PK,2020,17,5,0.044031,-0.016888,-0.007356,0.005089,1.14,299.2782,298.7921,293.4098,305.22,292.36,50.4622,5.5638,12.8645,1.29,25.8192,12.2849,32.11,19.82,1.47,0.222,0.236,1,0,0,0,1
Peshawar,KPK_PK,2016,9,3,0.11159,0.061804,0.07742,0.072643,0.77,295.2111,295.733,290.6193,299.0,292.46,44.4041,5.0,6.5433,0.85,22.3377,6.3824,25.24,18.86,5.16,0.693,0.387,1,3,0,0,0
Muzaffarabad,AJK_PK,2023,17,5,0.173467,0.190652,0.133245,0.002045,0.31,297.3959,297.5458,297.1653,300.67,294.42,77.3334,8.1124,6.2462,0.33,24.4531,6.0556,27.22,21.16,0.24,0.373,0.319,4,1,2,0,3
Kandy,Sri_Lanka,2015,43,11,0.194498,0.122037,0.038048,0.218164,8.87,298.2844,298.149,293.478,302.85,293.45,86.6807,9.151,9.3968,9.33,24.8152,9.0163,30.68,21.66,8.14,0.73,0.602,0,0,4,0,0
Lahore,Punjab_PK,2022,46,12,0.42499,0.305118,0.454594,0.49142,96.7,302.8405,302.8316,299.3237,306.23,299.43,84.9371,9.614,6.8054,104.99,29.8657,6.4828,32.8,26.32,94.67,0.913,0.547,3,1,2,0,1
Iquitos,Peru,2016,52,12,0.197014,0.128425,-0.019376,0.140051,54.25,301.6893,302.1708,300.7383,303.23,301.11,93.1671,9.9926,2.1123,46.25,28.877,2.0,29.71,28.82,54.22,0.407,0.42,4,7,9,0,2
San_Juan,Puerto_Rico,2000,39,10,0.098792,0.066153,0.145265,0.172616,10.75,300.5398,300.1916,294.1411,301.39,298.99,84.7935,9.259,2.3981,12.16,27.5764,3.8641,29.53,25.66,9.29,0.823,0.798,5,4,0,0,5
Iquitos,Peru,2011,35,9,0.050777,-0.006263,0.008119,0.0379,2.91,297.1249,297.3433,295.7951,299.43,295.25,87.8561,9.3136,4.1797,2.52,24.4084,4.0902,25.99,21.9,4.31,0.335,0.453,5,9,8,0,3
Muzaffarabad,AJK_PK,2020,47,12,0.009892,0.125629,0.107922,0.1059,6.67,297.7928,297.2669,292.2145,300.27,294.26,57.5472,6.2021,6.0042,7.36,24.1824,5.8742,26.98,21.1,10.38,0.414,0.307,1,3,4,0,1
Gampaha,Sri_Lanka,2014,19,5,-0.076878,0.108688,0.041612,-0.044816,4.78,300.8163,300.979,294.773,301.8,300.16,85.3455,9.3206,1.6463,5.18,27.8397,2.0,28.56,27.05,3.2,0.712,0.57,16,13,9,0,13
Quetta,Balochistan_PK,2004,29,8,0.089879,0.118073,0.127607,0.138815,19.33,292.6823,292.7002,287.3023,297.38,288.02,42.1408,5.0,9.3535,18.73,19.2945,8.4134,23.54,15.12,24.22,0.183,0.21,3,7,1,0,0
Peshawar,KPK_PK,2005,44,11,0.110448,0.000742,0.194461,0.109662,0.06,299.0076,299.0362,294.8861,304.93,293.14,39.1353,5.0,11.794,0.05,26.4153,11.5082,31.45,19.94,0.0,0.677,0.411,1,5,0,0,0
San_Juan,Puerto_Rico,2023,50,12,0.119758,0.027327,0.187562,0.176055,27.45,296.6508,296.5884,289.8299,298.46,294.72,77.6835,8.4827,3.7433,30.01,23.1678,4.5441,25.24,20.69,26.96,0.794,0.799,2,6,6,0,3
Karachi,Sindh_PK,2007,39,10,0.062489,0.06941,0.055333,0.068118,6.56,300.3035,300.3338,293.929,304.72,295.94,64.6334,7.069,8.7784,6.11,27.8072,8.6631,30.96,22.3,2.21,0.84,0.446,2,0,3,0,2
Islamabad,ICT_PK,2017,11,3,0.257242,0.142679,0.323112,0.163718,34.43,296.7574,296.9975,294.5911,299.03,294.96,66.9992,7.0007,4.0722,34.83,23.5982,3.1167,25.21,22.09,36.05,0.679,0.63,0,1,0,0,0
